name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,rating_expanded,platform_group
COMPANY OF HEROES ANTHOLOGY,PC,2009,Strategy,0.0,0.15,0.0,0.03,,,,0.18,Pending,PC
SHADOW THE HEDGEHOG,XB,2005,Platform,0.13,0.04,0.0,0.01,49.0,55.0,E10+,0.18000000000000002,Everyone 10y+,XBox
DAIGASSO! BAND BROTHERS P,3DS,2013,Misc,0.0,0.0,0.18,0.0,,,,0.18,Pending,Nintendo
BATMAN VENGEANCE,GBA,2001,Adventure,0.13,0.05,0.0,0.0,68.0,,E,0.18,Everyone,Nintendo
SOCCER TSUKU TOKUDAI GOU J-LEAGUE PRO SOCCER CLUB O TSUKUROU,DC,2000,Sports,0.0,0.0,0.18,0.0,,,,0.18,Pending,Other
THE ADVENTURES OF COOKIE & CREAM,PS2,2000,Puzzle,0.09,0.07,0.0,0.02,,,,0.18,Pending,Playstation
WORLD OF OUTLAWS SPRINT CARS,X360,2010,Racing,0.17,0.0,0.0,0.01,57.0,81.0,E,0.18000000000000002,Everyone,XBox
VAN HELSING,XB,2007,Action,0.13,0.04,0.0,0.01,63.0,76.0,T,0.18000000000000002,Teens,XBox
GRAND SLAM TENNIS 2,X360,2012,Sports,0.1,0.06,0.0,0.02,71.0,51.0,E,0.18,Everyone,XBox
BEN 10 ULTIMATE ALIEN COSMIC DESTRUCTION,X360,2010,Platform,0.1,0.06,0.0,0.02,51.0,53.0,E10+,0.18,Everyone 10y+,XBox
PURE FUTBOL,X360,2010,Sports,0.08,0.08,0.0,0.02,38.0,79.0,E,0.18,Everyone,XBox
SPIDER-MAN FRIEND OR FOE,PSP,2007,Action,0.16,0.0,0.0,0.01,58.0,44.0,E10+,0.17,Everyone 10y+,Other
SING4 THE HITS EDITION,Wii,2011,Misc,0.17,0.0,0.0,0.01,,,T,0.18000000000000002,Teens,Nintendo
GUN,GC,2005,Shooter,0.14,0.04,0.0,0.0,77.0,86.0,M,0.18000000000000002,Mature,Nintendo
SOULCALIBUR LEGENDS,Wii,2007,Action,0.16,0.01,0.0,0.01,52.0,57.0,T,0.18000000000000002,Teens,Nintendo
RIO,Wii,2011,Misc,0.13,0.03,0.0,0.01,,,E10+,0.17,Everyone 10y+,Nintendo
F1 CHALLENGE,SAT,1994,Racing,0.0,0.0,0.18,0.0,,,,0.18,Pending,Other
SQUEEBALLS PARTY,Wii,2009,Puzzle,0.17,0.0,0.0,0.01,59.0,,E10+,0.18000000000000002,Everyone 10y+,Nintendo
METAL GEAR AC!D 2,PSP,2005,Strategy,0.11,0.0,0.05,0.01,,,,0.17,Pending,Other
SHADOW MADNESS,PS,1999,Action,0.1,0.07,0.0,0.01,,,,0.18000000000000002,Pending,Playstation
ALIENS COLONIAL MARINES,PC,2013,Shooter,0.1,0.06,0.0,0.02,45.0,35.0,M,0.18,Mature,PC
TIGER WOODS PGA TOUR 2004,GBA,2003,Sports,0.13,0.05,0.0,0.0,75.0,75.0,E,0.18,Everyone,Nintendo
THE GAME OF LIFE / YAHTZEE / PAYDAY,GBA,2005,Misc,0.13,0.05,0.0,0.0,,,,0.18,Pending,Nintendo
FIFA SOCCER 11,PC,2010,Sports,0.0,0.14,0.0,0.04,83.0,77.0,E,0.18000000000000002,Everyone,PC
AMERICAN CHOPPER 2 FULL THROTTLE,PS2,2005,Racing,0.09,0.07,0.0,0.02,,81.0,T,0.18,Teens,Playstation
BORDERLANDS,PC,2009,Shooter,0.01,0.14,0.0,0.03,81.0,78.0,M,0.18000000000000002,Mature,PC
DE BLOB 2,Wii,2011,Platform,0.11,0.06,0.0,0.02,79.0,81.0,E10+,0.18999999999999997,Everyone 10y+,Nintendo
SILENT HILL 4 THE ROOM,XB,2004,Action,0.14,0.04,0.0,0.01,76.0,83.0,M,0.19000000000000003,Mature,XBox
COMMANDOS 2 MEN OF COURAGE,PS2,2002,Strategy,0.09,0.07,0.0,0.02,67.0,68.0,T,0.18,Teens,Playstation
REMEMBER ME,X360,2013,Action,0.1,0.06,0.0,0.02,70.0,75.0,M,0.18,Mature,XBox
BRINK,PC,2011,Shooter,0.06,0.09,0.0,0.03,70.0,60.0,T,0.18,Teens,PC
FIFA SOCCER 2002,GC,2001,Sports,0.14,0.04,0.0,0.0,81.0,80.0,E,0.18000000000000002,Everyone,Nintendo
PRO EVOLUTION SOCCER 2013,3DS,2012,Sports,0.05,0.02,0.1,0.01,,,,0.18000000000000002,Pending,Nintendo
ATARI ANNIVERSARY EDITION REDUX,PS,2000,Misc,0.1,0.07,0.0,0.01,72.0,,E,0.18000000000000002,Everyone,Playstation
LIPS PARTY CLASSICS,X360,2010,Misc,0.05,0.11,0.0,0.02,69.0,,T,0.18,Teens,XBox
TOUKIDEN THE AGE OF DEMONS,PSP,2013,Action,0.0,0.0,0.18,0.0,,,,0.18,Pending,Other
FIREBLADE,PS2,2002,Action,0.09,0.07,0.0,0.02,,,,0.18,Pending,Playstation
DISNEY'S TARZAN UNTAMED,GC,2001,Platform,0.14,0.04,0.0,0.0,61.0,74.0,E,0.18000000000000002,Everyone,Nintendo
BRUNSWICK CIRCUIT PRO BOWLING,PS,1998,Sports,0.1,0.07,0.0,0.01,,,,0.18000000000000002,Pending,Playstation
MARVEL SUPER HERO SQUAD COMIC COMBAT,Wii,2011,Action,0.14,0.03,0.0,0.01,,,E10+,0.18000000000000002,Everyone 10y+,Nintendo
TRINITY UNIVERSE,PS3,2009,Role-Playing,0.07,0.05,0.03,0.02,62.0,72.0,T,0.17,Teens,Playstation
PAYDAY 2,XOne,2015,Shooter,0.09,0.07,0.0,0.02,,,,0.18,Pending,XBox
PIRATES HUNT FOR BLACKBEARD'S BOOTY,Wii,2008,Adventure,0.08,0.08,0.0,0.02,,,E,0.18,Everyone,Nintendo
CABELA'S DANGEROUS HUNTS 2009,PS2,2008,Sports,0.09,0.07,0.0,0.02,,92.0,T,0.18,Teens,Playstation
SENRAN KAGURA ESTIVAL VERSUS,PS4,2015,Action,0.08,0.0,0.08,0.02,67.0,80.0,M,0.18,Mature,Playstation
BALL BREAKERS,PS,2000,Action,0.1,0.07,0.0,0.01,68.0,53.0,E,0.18000000000000002,Everyone,Playstation
MOBILE SUIT GUNDAM SEED DESTINY GENERATION OF CE,PS2,2005,Action,0.0,0.0,0.18,0.0,,,,0.18,Pending,Playstation
SPLATTERHOUSE,X360,2010,Action,0.14,0.03,0.0,0.01,62.0,76.0,M,0.18000000000000002,Mature,XBox
EYETOY GROOVE,PS2,2003,Misc,0.09,0.07,0.0,0.02,73.0,80.0,E,0.18,Everyone,Playstation
YOU DON'T KNOW JACK,PS3,2011,Misc,0.16,0.0,0.0,0.01,82.0,73.0,T,0.17,Teens,Playstation
CHUCK E CHEESE'S PARTY GAMES,DS,2010,Misc,0.17,0.0,0.0,0.01,,,E,0.18000000000000002,Everyone,Nintendo
CHARLIE AND THE CHOCOLATE FACTORY,GC,2005,Adventure,0.14,0.04,0.0,0.0,39.0,32.0,E,0.18000000000000002,Everyone,Nintendo
ARMORED CORE LAST RAVEN,PS2,2005,Simulation,0.05,0.04,0.08,0.01,59.0,89.0,T,0.18000000000000002,Teens,Playstation
BURNOUT LEGENDS,DS,2005,Racing,0.15,0.02,0.0,0.01,38.0,60.0,E,0.18,Everyone,Nintendo
TOMB RAIDER UNDERWORLD,PS2,2009,Action,0.09,0.04,0.0,0.05,,58.0,T,0.18,Teens,Playstation
COLLEGE HOOPS 2K7,PS3,2007,Sports,0.16,0.0,0.0,0.01,81.0,71.0,E,0.17,Everyone,Playstation
HELLO KITTY BIRTHDAY ADVENTURES,DS,2010,Adventure,0.06,0.1,0.0,0.02,,,E,0.18,Everyone,Nintendo
ALL GROWN UP! EXPRESS YOURSELF,GBA,2004,Misc,0.13,0.05,0.0,0.0,,,,0.18,Pending,Nintendo
ESCAPE THE MUSEUM,DS,2010,Adventure,0.04,0.12,0.0,0.02,,,E,0.18,Everyone,Nintendo
K-1 WORLD GRAND PRIX,PS2,2002,Sports,0.04,0.03,0.1,0.01,67.0,90.0,T,0.18000000000000002,Teens,Playstation
KIDOU SENSHI GUNDAM SENJOU NO KIZUNA PORTABLE,PSP,2009,Strategy,0.0,0.0,0.18,0.0,,,,0.18,Pending,Other
SUPER ROBOT TAISEN A PORTABLE,PSP,2008,Strategy,0.0,0.0,0.18,0.0,,,,0.18,Pending,Other
JUICED,XB,2005,Racing,0.13,0.04,0.0,0.01,68.0,91.0,T,0.18000000000000002,Teens,XBox
NARUTO SHIPPUDEN DRAGON BLADE CHRONICLES,Wii,2009,Action,0.11,0.01,0.05,0.01,38.0,30.0,E10+,0.18000000000000002,Everyone 10y+,Nintendo
LOONEY TUNES BACK IN ACTION,GBA,2003,Platform,0.13,0.05,0.0,0.0,47.0,,E,0.18,Everyone,Nintendo
SHAUN WHITE SKATEBOARDING,Wii,2010,Sports,0.13,0.03,0.0,0.01,59.0,,E10+,0.17,Everyone 10y+,Nintendo
DIRT SHOWDOWN,PS3,2012,Racing,0.02,0.12,0.0,0.03,75.0,63.0,E10+,0.16999999999999998,Everyone 10y+,Playstation
VIRTUA TENNIS,GBA,2002,Sports,0.13,0.05,0.0,0.0,83.0,,E,0.18,Everyone,Nintendo
CABELA'S BIG GAME HUNTER HUNTING PARTY,X360,2011,Sports,0.16,0.0,0.0,0.02,,50.0,,0.18,Pending,XBox
TALES OF THE TEMPEST,DS,2006,Role-Playing,0.0,0.0,0.18,0.0,,,,0.18,Pending,Nintendo
SIMCITY CREATOR (JP SALES),DS,2008,Simulation,0.0,0.0,0.18,0.0,,,,0.18,Pending,Nintendo
BIOHAZARD REVIVAL SELECTION,PS3,2011,Action,0.0,0.0,0.18,0.0,,,,0.18,Pending,Playstation
SONIC RIDERS ZERO GRAVITY,PS2,2008,Racing,0.09,0.07,0.0,0.02,56.0,83.0,E,0.18,Everyone,Playstation
UFC SUDDEN IMPACT,PS2,2004,Fighting,0.09,0.07,0.0,0.02,54.0,77.0,T,0.18,Teens,Playstation
NBA HOOPZ,PS2,2001,Sports,0.09,0.07,0.0,0.02,63.0,,E,0.18,Everyone,Playstation
ESPN X GAMES SKATEBOARDING,GBA,2001,Sports,0.13,0.05,0.0,0.0,,,E,0.18,Everyone,Nintendo
NANCY DREW THE HIDDEN STAIRCASE,DS,2008,Adventure,0.16,0.0,0.0,0.01,,60.0,E,0.17,Everyone,Nintendo
SPEEDBALL 2100,PS,2000,Sports,0.1,0.07,0.0,0.01,60.0,,E,0.18000000000000002,Everyone,Playstation
FULL AUTO 2 BATTLELINES,PS3,2006,Racing,0.14,0.02,0.0,0.02,67.0,76.0,T,0.18,Teens,Playstation
COLLEGE HOOPS 2K8,X360,2007,Sports,0.16,0.0,0.0,0.01,81.0,69.0,E,0.17,Everyone,XBox
LEGO ISLAND 2 THE BRICKSTER'S REVENGE,PS,2001,Adventure,0.1,0.07,0.0,0.01,,,,0.18000000000000002,Pending,Playstation
HOW TO TRAIN YOUR DRAGON,PS3,2010,Action,0.12,0.03,0.0,0.02,51.0,70.0,E10+,0.16999999999999998,Everyone 10y+,Playstation
BACKYARD BASKETBALL,GBA,2004,Sports,0.13,0.05,0.0,0.0,,,E,0.18,Everyone,Nintendo
MADDEN NFL 09,XB,2008,Sports,0.13,0.04,0.0,0.01,,55.0,E,0.18000000000000002,Everyone,XBox
DYNASTY WARRIORS GUNDAM 3,X360,2010,Action,0.11,0.03,0.02,0.01,65.0,78.0,T,0.17,Teens,XBox
SCOOBY-DOO! UNMASKED,GBA,2005,Platform,0.13,0.05,0.0,0.0,,,,0.18,Pending,Nintendo
SUMMON NIGHT 4,PS2,2006,Role-Playing,0.0,0.0,0.18,0.0,,,,0.18,Pending,Playstation
NHL 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,85.0,65.0,E,0.18000000000000002,Everyone,XBox
PRO YAKY? SPIRITS 5,PS2,2008,Sports,0.0,0.0,0.18,0.0,,,,0.18,Pending,Playstation
BACK TO THE FUTURE THE GAME,PS4,2015,Adventure,0.1,0.05,0.0,0.03,,71.0,T,0.18000000000000002,Teens,Playstation
NAMCO MUSEUM 50TH ANNIVERSARY,XB,2005,Misc,0.13,0.04,0.0,0.01,62.0,,E10+,0.18000000000000002,Everyone 10y+,XBox
MONSTER 4X4 STUNT RACER,Wii,2009,Racing,0.16,0.0,0.0,0.01,,52.0,E,0.17,Everyone,Nintendo
VELVET ASSASSIN,X360,2009,Shooter,0.14,0.02,0.01,0.01,56.0,71.0,M,0.18000000000000002,Mature,XBox
NFL 2K2,XB,2002,Sports,0.13,0.04,0.0,0.01,87.0,,E,0.18000000000000002,Everyone,XBox
MINDJACK,PS3,2011,Shooter,0.07,0.07,0.0,0.03,44.0,17.0,M,0.17,Mature,Playstation
MARVEL SUPER HERO SQUAD COMIC COMBAT,X360,2011,Action,0.13,0.04,0.0,0.01,,,E10+,0.18000000000000002,Everyone 10y+,XBox
NBA LIVE 16,PS4,2015,Sports,0.1,0.04,0.0,0.03,59.0,61.0,E,0.17,Everyone,Playstation
WWE SMACKDOWN VS RAW 2009,DS,2008,Fighting,0.14,0.02,0.0,0.01,58.0,78.0,T,0.17,Teens,Nintendo
DEAD OR ALIVE PARADISE,PSP,2010,Misc,0.07,0.02,0.07,0.02,38.0,56.0,M,0.18,Mature,Other
DARK SOULS II,PC,2014,Role-Playing,0.08,0.08,0.0,0.01,91.0,71.0,T,0.17,Teens,PC
THE SUFFERING TIES THAT BIND,PS2,2005,Action,0.09,0.07,0.0,0.02,75.0,80.0,M,0.18,Mature,Playstation
EYETOY KINETIC,PS2,2005,Sports,0.09,0.07,0.0,0.02,78.0,83.0,E,0.18,Everyone,Playstation
TRANSFORMERS PRIME,3DS,2012,Action,0.13,0.02,0.0,0.02,,,,0.16999999999999998,Pending,Nintendo
FANCY NANCY TEA PARTY TIME!,DS,2010,Adventure,0.16,0.0,0.0,0.01,,,E,0.17,Everyone,Nintendo
PROJECT SPARK,XOne,2014,Misc,0.11,0.05,0.0,0.02,73.0,70.0,E10+,0.18,Everyone 10y+,XBox
ARMY MEN SARGE'S HEROES 2,PS2,2001,Shooter,0.09,0.07,0.0,0.02,54.0,46.0,T,0.18,Teens,Playstation
YAKUZA ZERO THE PLACE OF OATH,PS4,2015,Action,0.0,0.0,0.17,0.0,,,,0.17,Pending,Playstation
THE WILD THORNBERRYS ANIMAL ADVENTURES,PS,2000,Adventure,0.1,0.07,0.0,0.01,,,,0.18000000000000002,Pending,Playstation
CABELA'S ADVENTURE CAMP,Wii,2011,Misc,0.14,0.02,0.0,0.02,,,E,0.18,Everyone,Nintendo
SEGA BASS FISHING DUEL,PS2,2002,Sports,0.09,0.07,0.0,0.02,68.0,,E,0.18,Everyone,Playstation
SPORTS ILLUSTRATED FOR KIDS BASEBALL,GBA,2001,Sports,0.12,0.05,0.0,0.0,39.0,,E,0.16999999999999998,Everyone,Nintendo
MARK DAVIS PRO BASS CHALLENGE,PS2,2002,Sports,0.09,0.07,0.0,0.02,,,E,0.18,Everyone,Playstation
RUGRATS ROYAL RANSOM,GC,2002,Platform,0.13,0.03,0.0,0.0,,67.0,E,0.16,Everyone,Nintendo
WINNING ELEVEN PRO EVOLUTION SOCCER 2007,DS,2006,Sports,0.0,0.0,0.17,0.0,63.0,79.0,E,0.17,Everyone,Nintendo
WARRIORS OF MIGHT AND MAGIC,PS2,2001,Adventure,0.09,0.07,0.0,0.02,49.0,45.0,T,0.18,Teens,Playstation
RAPALA FISHING FRENZY 2009,PS3,2008,Sports,0.16,0.0,0.0,0.01,31.0,44.0,E,0.17,Everyone,Playstation
PETZ HORSESHOE RANCH,DS,2009,Adventure,0.16,0.0,0.0,0.01,,,,0.17,Pending,Nintendo
OPEN SEASON,GC,2006,Platform,0.13,0.03,0.0,0.0,59.0,,E10+,0.16,Everyone 10y+,Nintendo
RIDGE RACER,PSV,2011,Racing,0.03,0.07,0.05,0.02,44.0,37.0,E10+,0.17,Everyone 10y+,Playstation
EYEPET & FRIENDS,PS3,2011,Simulation,0.06,0.08,0.0,0.03,,,,0.17,Pending,Playstation
STREET FIGHTER THE MOVIE,PS,1995,Fighting,0.1,0.07,0.0,0.01,,,,0.18000000000000002,Pending,Playstation
MAJOR LEAGUE BASEBALL 2K9,PS3,2009,Sports,0.16,0.0,0.0,0.01,61.0,40.0,E,0.17,Everyone,Playstation
WORLD CHAMPIONSHIP POKER,GBA,2004,Misc,0.12,0.05,0.0,0.0,66.0,,E,0.16999999999999998,Everyone,Nintendo
GLOBAL DEFENCE FORCE,PS2,2005,Shooter,0.0,0.0,0.17,0.0,,,,0.17,Pending,Playstation
MAJOR LEAGUE BASEBALL 2K6,GC,2006,Sports,0.13,0.03,0.0,0.0,66.0,,E,0.16,Everyone,Nintendo
WORDJONG PARTY,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,,,E,0.17,Everyone,Nintendo
SAGA 2 HIHOU DENSETSU - GODDESS OF DESTINY,DS,2009,Role-Playing,0.0,0.0,0.17,0.0,,,,0.17,Pending,Nintendo
SMASH COURT TENNIS PRO TOURNAMENT,PS2,2002,Sports,0.08,0.07,0.0,0.02,73.0,74.0,E,0.17,Everyone,Playstation
SUPER ROBOT TAISEN L,DS,2010,Strategy,0.0,0.0,0.17,0.0,,,,0.17,Pending,Nintendo
RACE PRO,X360,2009,Racing,0.06,0.09,0.0,0.02,72.0,70.0,E,0.16999999999999998,Everyone,XBox
THE GRIM ADVENTURES OF BILLY & MANDY,GC,2006,Action,0.13,0.03,0.0,0.0,,,,0.16,Pending,Nintendo
NBA INSIDE DRIVE 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,71.0,82.0,E,0.18000000000000002,Everyone,XBox
THE KING OF FIGHTERS '97,PS,1998,Fighting,0.0,0.0,0.16,0.01,,,,0.17,Pending,Playstation
TIME COMMANDO,PS,1996,Action,0.1,0.07,0.0,0.01,,,,0.18000000000000002,Pending,Playstation
PROFESSIONAL FISHERMAN'S TOUR NORTHERN HEMISPHERE,DS,2007,Sports,0.16,0.0,0.0,0.01,,,E,0.17,Everyone,Nintendo
KEKKAISHI KARASUMORI AYAKASHI KIDAN,DS,2007,Action,0.0,0.0,0.17,0.0,,,,0.17,Pending,Nintendo
GRETZKY NHL 2005,PS2,2004,Sports,0.08,0.07,0.0,0.02,66.0,91.0,E,0.17,Everyone,Playstation
DUNGEON SIEGE III,PC,2011,Role-Playing,0.08,0.08,0.0,0.02,72.0,47.0,T,0.18,Teens,PC
THE HOBBIT,GC,2003,Platform,0.13,0.03,0.0,0.0,61.0,73.0,E,0.16,Everyone,Nintendo
MOTOGP 15,PS4,2015,Racing,0.0,0.12,0.03,0.02,66.0,,,0.16999999999999998,Pending,Playstation
BACKYARD SPORTS FOOTBALL ROOKIE RUSH,DS,2010,Sports,0.16,0.0,0.0,0.01,,,,0.17,Pending,Nintendo
SKATE IT,DS,2008,Sports,0.14,0.02,0.0,0.01,72.0,78.0,E,0.17,Everyone,Nintendo
CABELA'S LEGENDARY ADVENTURES,Wii,2008,Sports,0.16,0.0,0.0,0.01,,,T,0.17,Teens,Nintendo
TRUE CRIME NEW YORK CITY,GC,2005,Action,0.13,0.03,0.0,0.0,59.0,88.0,M,0.16,Mature,Nintendo
METAL ARMS GLITCH IN THE SYSTEM,XB,2003,Shooter,0.13,0.04,0.0,0.01,82.0,87.0,T,0.18000000000000002,Teens,XBox
THE IDOLM@STER SHINY FESTA - HONEY SOUND / FUNKY NOTE / GROOVY TUNE,PSP,2012,Action,0.0,0.0,0.17,0.0,,,,0.17,Pending,Other
TOUKIDEN KIWAMI,PS4,2015,Action,0.05,0.07,0.02,0.02,74.0,76.0,T,0.16,Teens,Playstation
THE SECRET WORLD,PC,2012,Role-Playing,0.07,0.08,0.0,0.02,74.0,82.0,M,0.17,Mature,PC
ICE AGE DAWN OF THE DINOSAURS,PS2,2009,Action,0.08,0.07,0.0,0.02,,,E10+,0.17,Everyone 10y+,Playstation
ESPN FINAL ROUND GOLF 2002,GBA,2001,Sports,0.12,0.05,0.0,0.0,70.0,,E,0.16999999999999998,Everyone,Nintendo
IRON CHEF AMERICA SUPREME CUISINE,Wii,2008,Simulation,0.16,0.0,0.0,0.01,42.0,,E10+,0.17,Everyone 10y+,Nintendo
MDK2 ARMAGEDDON,PS2,2001,Shooter,0.08,0.07,0.0,0.02,80.0,83.0,T,0.17,Teens,Playstation
EXHIBITION VOLUME 02,XB,2003,Misc,0.13,0.04,0.0,0.01,,,,0.18000000000000002,Pending,XBox
NHL 2K9,X360,2008,Sports,0.15,0.01,0.0,0.01,69.0,67.0,E10+,0.17,Everyone 10y+,XBox
I SPY CASTLE,DS,2011,Puzzle,0.16,0.0,0.0,0.01,,,E,0.17,Everyone,Nintendo
FIGHT NIGHT ROUND 2,GC,2005,Fighting,0.13,0.03,0.0,0.0,87.0,79.0,T,0.16,Teens,Nintendo
DISNEY'S ATLANTIS THE LOST EMPIRE,PS,2001,Platform,0.1,0.07,0.0,0.01,73.0,85.0,E,0.18000000000000002,Everyone,Playstation
POWER PRO KUN POCKET,GB,1999,Sports,0.0,0.0,0.17,0.0,,,,0.17,Pending,Nintendo
THE KING OF FIGHTERS '97,SAT,1998,Fighting,0.0,0.0,0.17,0.0,,,,0.17,Pending,Other
TAMAGOTCHI NO NARIKIRI CHALLENGE,DS,2010,Action,0.0,0.0,0.17,0.0,,,,0.17,Pending,Nintendo
MADDEN NFL 17,X360,2016,Sports,0.14,0.02,0.0,0.02,,7.0,E,0.18,Everyone,XBox
JEWEL MATCH,DS,2010,Puzzle,0.05,0.11,0.0,0.02,,,E,0.18,Everyone,Nintendo
SPACE BATTLESHIP YAMATO HARUKANARU HOSHI ISCANDAR,PS,1999,Strategy,0.0,0.0,0.16,0.01,,,,0.17,Pending,Playstation
LOST IN BLUE 3,DS,2007,Adventure,0.09,0.02,0.06,0.01,59.0,,E10+,0.18,Everyone 10y+,Nintendo
SOUND NOVEL EVOLUTION 1 OTOGIRISOU SOSEI-HEN,PS,1999,Adventure,0.0,0.0,0.16,0.01,,,,0.17,Pending,Playstation
STORMRISE,PS3,2009,Strategy,0.13,0.02,0.0,0.02,51.0,53.0,M,0.16999999999999998,Mature,Playstation
PSI-OPS THE MINDGATE CONSPIRACY,XB,2004,Shooter,0.13,0.04,0.0,0.01,84.0,79.0,M,0.18000000000000002,Mature,XBox
X-MEN THE OFFICIAL GAME,X360,2006,Action,0.16,0.0,0.0,0.01,52.0,61.0,T,0.17,Teens,XBox
SWAT GLOBAL STRIKE TEAM,XB,2003,Shooter,0.13,0.04,0.0,0.01,69.0,63.0,M,0.18000000000000002,Mature,XBox
HORRID HENRY MISSIONS OF MISCHIEF,DS,2010,Adventure,0.01,0.14,0.0,0.02,,,E,0.17,Everyone,Nintendo
CABELA'S LEGENDARY ADVENTURES,PSP,2008,Sports,0.16,0.0,0.0,0.02,,,T,0.18,Teens,Other
PICTIONARY,DS,2010,Puzzle,0.09,0.06,0.0,0.02,,,E,0.16999999999999998,Everyone,Nintendo
HITMAN HD TRILOGY,X360,2013,Action,0.07,0.08,0.0,0.02,69.0,72.0,M,0.17,Mature,XBox
MX WORLD TOUR FEATURING JAMIE LITTLE,PS2,2005,Racing,0.08,0.07,0.0,0.02,52.0,,E,0.17,Everyone,Playstation
GOBLIN COMMANDER UNLEASH THE HORDE,PS2,2003,Strategy,0.08,0.07,0.0,0.02,68.0,87.0,T,0.17,Teens,Playstation
UDRAW STUDIO INSTANT ARTIST,Wii,2011,Misc,0.06,0.09,0.0,0.02,,,E,0.16999999999999998,Everyone,Nintendo
HELLO KITTY HAPPY PARTY PALS,GBA,2005,Misc,0.12,0.05,0.0,0.0,,,,0.16999999999999998,Pending,Nintendo
JIKKYOU POWERFUL PRO BASEBALL 2016,PS4,2016,Sports,0.0,0.0,0.17,0.0,,,,0.17,Pending,Playstation
BACKYARD NFL FOOTBALL '09,PS2,2008,Sports,0.08,0.07,0.0,0.02,,,,0.17,Pending,Playstation
WORLD DESTRUCTION LEAGUE THUNDER TANKS,PS2,2000,Action,0.08,0.07,0.0,0.02,65.0,59.0,T,0.17,Teens,Playstation
TOM CLANCY'S GHOST RECON FUTURE SOLDIER,PC,2012,Shooter,0.05,0.1,0.0,0.02,71.0,49.0,M,0.17,Mature,PC
BACKYARD BASEBALL '10,PS2,2009,Sports,0.08,0.07,0.0,0.02,,,E,0.17,Everyone,Playstation
RESIDENT EVIL DIRECTOR'S CUT DUAL SHOCK EDITION,PS,1997,Action,0.0,0.0,0.16,0.01,,,,0.17,Pending,Playstation
BROKEN SWORD SHADOWS OF THE TEMPLARS - THE DIRECTOR'S CUT,DS,2009,Adventure,0.07,0.08,0.0,0.02,,,,0.17,Pending,Nintendo
PLAYSTATION MOVE HEROES,PS3,2011,Platform,0.08,0.06,0.0,0.03,53.0,61.0,E10+,0.17,Everyone 10y+,Playstation
THE KING OF FIGHTERS '95,PS,1996,Fighting,0.0,0.0,0.16,0.01,,,,0.17,Pending,Playstation
ROADKILL,PS2,2003,Action,0.08,0.07,0.0,0.02,71.0,79.0,M,0.17,Mature,Playstation
HANJUKU EIYUU TAI 3D,PS2,2003,Role-Playing,0.0,0.0,0.17,0.0,,,,0.17,Pending,Playstation
HACK//GU VOL3//REDEMPTION,PS2,2007,Role-Playing,0.0,0.0,0.17,0.0,,,,0.17,Pending,Playstation
SUPER ROBOT TAISEN COMPACT 2 DAI-1-BU,WS,2000,Strategy,0.0,0.0,0.17,0.0,,,,0.17,Pending,Other
LOONEY TUNES BACK IN ACTION,GC,2003,Platform,0.13,0.03,0.0,0.0,64.0,50.0,E,0.16,Everyone,Nintendo
MARVEL SUPER HERO SQUAD THE INFINITY GAUNTLET,PS3,2010,Action,0.12,0.03,0.0,0.02,54.0,,E10+,0.16999999999999998,Everyone 10y+,Playstation
THE CHRONICLES OF NARNIA PRINCE CASPIAN,PS3,2008,Action,0.14,0.01,0.0,0.02,56.0,56.0,T,0.17,Teens,Playstation
TAK THE GREAT JUJU CHALLENGE,GBA,2005,Platform,0.12,0.05,0.0,0.0,52.0,,E,0.16999999999999998,Everyone,Nintendo
YU-GI-OH! ZEXAL WORLD DUEL CARNIVAL,3DS,2013,Misc,0.0,0.08,0.08,0.01,,,,0.17,Pending,Nintendo
SINGSTAR MOTOWN,PS3,2009,Misc,0.0,0.15,0.0,0.02,,,,0.16999999999999998,Pending,Playstation
MACROSS ULTIMATE FRONTIER,PSP,2009,Action,0.0,0.0,0.17,0.0,,,,0.17,Pending,Other
TOP SPIN 2,X360,2006,Sports,0.15,0.0,0.0,0.01,75.0,68.0,E,0.16,Everyone,XBox
HUNTER THE RECKONING REDEEMER,XB,2003,Action,0.13,0.04,0.0,0.01,72.0,86.0,M,0.18000000000000002,Mature,XBox
AGE OF EMPIRES III COMPLETE COLLECTION,PC,2009,Strategy,0.01,0.12,0.0,0.03,,85.0,T,0.16,Teens,PC
CAPTAIN AMERICA SUPER SOLDIER,X360,2011,Action,0.11,0.05,0.0,0.01,60.0,64.0,T,0.17,Teens,XBox
TOKYO XTREME RACER,DC,1999,Racing,0.0,0.0,0.17,0.0,,,,0.17,Pending,Other
FIGHTER MAKER,PS,1998,Fighting,0.05,0.04,0.07,0.01,,,,0.17,Pending,Playstation
DANGANRONPA 2 GOODBYE DESPAIR,PSV,2014,Misc,0.08,0.05,0.0,0.04,81.0,87.0,M,0.17,Mature,Playstation
THIEF DEADLY SHADOWS,XB,2004,Action,0.13,0.04,0.0,0.01,82.0,73.0,M,0.18000000000000002,Mature,XBox
MONKEY ISLAND SPECIAL EDITION COLLECTION,PC,2011,Adventure,0.0,0.14,0.0,0.03,,,,0.17,Pending,PC
