name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,rating_expanded,platform_group
STATE OF EMERGENCY 2,PS2,2006,Shooter,0.04,0.03,0.0,0.01,44.0,58.0,M,0.08,Mature,Playstation
SUSHI ACADEMY,DS,2009,Action,0.08,0.0,0.0,0.01,,,E,0.09,Everyone,Nintendo
GINTAMA GIN-OH QUEST GIN-SAN GA TENSHOKU SHITARI SEKAI WO SUKUTTARI,DS,2007,Role-Playing,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
ONE PIECE ROMANCE DAWN - BOUKEN NO YOAKE,3DS,2013,Fighting,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
I AM IN THE MOVIE,Wii,2012,Simulation,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
FATAL FRAME III THE TORMENTED,PS2,2005,Action,0.04,0.03,0.0,0.01,78.0,89.0,M,0.08,Mature,Playstation
SEVEN SAMURAI 20XX,PS2,2004,Action,0.04,0.03,0.0,0.01,52.0,70.0,T,0.08,Teens,Playstation
GENERATOR REX AGENT OF PROVIDENCE,Wii,2011,Action,0.06,0.01,0.0,0.01,,,E10+,0.07999999999999999,Everyone 10y+,Nintendo
ADVENTURE TIME THE SECRET OF THE NAMELESS KINGDOM,3DS,2014,Action,0.0,0.07,0.0,0.0,65.0,56.0,E10+,0.07,Everyone 10y+,Nintendo
RISEN 3 TITAN LORDS,PS3,2014,Role-Playing,0.02,0.05,0.0,0.01,36.0,37.0,M,0.08,Mature,Playstation
HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES DS VOL 2 SHINSEIKI EVANGELION - SHITO FUTATABI,DS,2008,Misc,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
TRANSFORMERS DEVASTATION,X360,2015,Action,0.06,0.01,0.0,0.01,,84.0,T,0.07999999999999999,Teens,XBox
JIKKYOU POWERFUL PRO YAKYUU 15,Wii,2008,Sports,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
TORNADO OUTBREAK,X360,2009,Action,0.07,0.0,0.0,0.01,62.0,80.0,E10+,0.08,Everyone 10y+,XBox
NINJABREAD MAN,Wii,2007,Action,0.07,0.0,0.0,0.01,20.0,17.0,E,0.08,Everyone,Nintendo
TOM CLANCY'S SPLINTER CELL PANDORA TOMORROW,GC,2004,Action,0.06,0.02,0.0,0.0,78.0,80.0,T,0.08,Teens,Nintendo
DANCEDANCEREVOLUTION,X360,2011,Simulation,0.08,0.0,0.0,0.01,,,E10+,0.09,Everyone 10y+,XBox
BATTLEFIELD 2,PC,2005,Shooter,0.0,0.07,0.0,0.01,91.0,84.0,T,0.08,Teens,PC
SLAYERS ROYAL,PS,1998,Role-Playing,0.0,0.0,0.08,0.01,,,,0.09,Pending,Playstation
SWINGERZ GOLF,GC,2002,Sports,0.06,0.02,0.0,0.0,72.0,93.0,E,0.08,Everyone,Nintendo
PRO EVOLUTION SOCCER 2008 (JP SALES),DS,2007,Sports,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
MURDER IN VENICE,DS,2011,Adventure,0.05,0.02,0.0,0.01,,,E10+,0.08,Everyone 10y+,Nintendo
TITANFALL 2,PC,2016,Shooter,0.03,0.04,0.0,0.01,85.0,80.0,M,0.08,Mature,PC
PERSONA 4 ARENA ULTIMAX,X360,2014,Fighting,0.06,0.01,0.0,0.01,85.0,74.0,T,0.07999999999999999,Teens,XBox
SUPREMACY MMA,X360,2011,Fighting,0.05,0.02,0.0,0.01,49.0,62.0,M,0.08,Mature,XBox
PRETTY RHYTHM RAINBOW LIVE KIRA KIRA MY * DESIGN,3DS,2013,Misc,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
THE KING OF FIGHTERS 2006,PS2,2006,Fighting,0.01,0.01,0.05,0.0,66.0,86.0,T,0.07,Teens,Playstation
NOBUNAGA'S AMBITION RISE TO POWER,PS2,2004,Strategy,0.0,0.0,0.08,0.0,70.0,88.0,T,0.08,Teens,Playstation
FIFA SOCCER 2003,GC,2002,Sports,0.06,0.02,0.0,0.0,86.0,78.0,E,0.08,Everyone,Nintendo
DAGEDAR,DS,2011,Action,0.08,0.0,0.0,0.01,,,E,0.09,Everyone,Nintendo
LITTLE LEAGUE WORLD SERIES BASEBALL 2010,PS3,2010,Sports,0.07,0.0,0.0,0.01,61.0,,E,0.08,Everyone,Playstation
OUTLAW GOLF,GC,2002,Sports,0.06,0.02,0.0,0.0,69.0,,T,0.08,Teens,Nintendo
STEINSGATE HIYOKU RENRI NO DARLING,X360,2011,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,XBox
MAJOR LEAGUE BASEBALL 2K11,PC,2011,Sports,0.06,0.01,0.0,0.01,74.0,59.0,E,0.07999999999999999,Everyone,PC
KING'S FIELD (JAPAN),PS,1994,Role-Playing,0.0,0.0,0.08,0.01,,,,0.09,Pending,Playstation
SLAM 'N JAM '96 FEATURING MAGIC & KAREEM,PS,1995,Sports,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
PETZ DOGZ FAMILY,PSP,2009,Simulation,0.05,0.02,0.0,0.01,,,E,0.08,Everyone,Other
MY ENGLISH COACH PARA HISPANOPARLANTES,DS,2009,Misc,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
TORADORA PORTABLE!,PSP,2009,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
THE ITALIAN JOB,XB,2003,Racing,0.06,0.02,0.0,0.0,54.0,58.0,T,0.08,Teens,XBox
SMUGGLER'S RUN WARZONES,GC,2002,Misc,0.06,0.02,0.0,0.0,79.0,69.0,T,0.08,Teens,Nintendo
SAFECRACKER THE ULTIMATE PUZZLE ADVENTURE,Wii,2008,Puzzle,0.07,0.01,0.0,0.01,56.0,78.0,E,0.09,Everyone,Nintendo
WARRIORS OROCHI 3 HYPER,WiiU,2012,Action,0.04,0.02,0.02,0.01,64.0,74.0,T,0.09,Teens,Nintendo
DIVA GIRLS DIVAS ON ICE,Wii,2009,Sports,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
NBA 10 THE INSIDE,PSP,2009,Sports,0.07,0.0,0.0,0.01,69.0,30.0,E,0.08,Everyone,Other
KAIDAN RESTAURANT URA MENU 100-SEN,DS,2010,Misc,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
QUBED,X360,2009,Puzzle,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,XBox
R/C STUNT COPTER,PS,1998,Simulation,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
YAMAKAWA SHUPPANSHA KANSHUU SHOUSETSU SEKAISHI B,DS,2007,Misc,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
CARTOON NETWORK PUNCH TIME EXPLOSION XL,Wii,2011,Fighting,0.07,0.01,0.0,0.01,,,,0.09,Pending,Nintendo
FINAL FANTASY VI,PS,1999,Role-Playing,0.0,0.0,0.08,0.01,,,,0.09,Pending,Playstation
PAC-MAN AND THE GHOSTLY ADVENTURES,PS3,2013,Platform,0.03,0.03,0.0,0.01,51.0,31.0,E10+,0.06999999999999999,Everyone 10y+,Playstation
WSC REAL 11 WORLD SNOOKER CHAMPIONSHIP,PS3,2011,Sports,0.0,0.06,0.0,0.02,,,,0.08,Pending,Playstation
POP'N MUSIC,Wii,2009,Misc,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
JIKKYOU POWERFUL MAJOR LEAGUE 2009,PS2,2009,Sports,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
SPACE CHANNEL 5 SPECIAL EDITION,PS2,2003,Misc,0.04,0.03,0.0,0.01,79.0,86.0,T,0.08,Teens,Playstation
THE LEGEND OF ALON D'AR,PS2,2001,Role-Playing,0.04,0.03,0.0,0.01,43.0,67.0,T,0.08,Teens,Playstation
UTA NO PRINCE-SAMA ALL STAR AFTER SECRET,PSP,2015,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
THE SIMS 3 FAST LANE STUFF,PC,2010,Simulation,0.01,0.05,0.0,0.02,,54.0,T,0.08,Teens,PC
BLACK/MATRIX,SAT,1998,Strategy,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
MY FRIENDS,DS,2009,Misc,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
BIG MUTHA TRUCKERS,GC,2003,Racing,0.06,0.02,0.0,0.0,63.0,82.0,T,0.08,Teens,Nintendo
MAN VS WILD,PS3,2010,Action,0.07,0.0,0.0,0.01,,,,0.08,Pending,Playstation
THE KING OF FIGHTERS '96,PS,1997,Fighting,0.0,0.0,0.07,0.01,,,,0.08,Pending,Playstation
LEGEND OF THE GUARDIANS THE OWLS OF GA'HOOLE,PS3,2010,Action,0.06,0.01,0.0,0.01,62.0,,E10+,0.07999999999999999,Everyone 10y+,Playstation
SUPER ROBOT TAISEN OG SAGA ENDLESS FRONTIER,DS,2008,Role-Playing,0.07,0.0,0.0,0.01,73.0,90.0,T,0.08,Teens,Nintendo
SNIPER GHOST WARRIOR 2,PC,2013,Shooter,0.02,0.05,0.0,0.01,52.0,58.0,M,0.08,Mature,PC
SAMURAI SHODOWN SEN,X360,2009,Fighting,0.07,0.01,0.0,0.01,46.0,52.0,M,0.09,Mature,XBox
NHL BREAKAWAY 99,N64,1998,Sports,0.07,0.01,0.0,0.0,,,,0.08,Pending,Nintendo
TONY HAWK'S PRO SKATER 3,N64,2002,Sports,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
IGGY'S RECKIN' BALLS,N64,1998,Racing,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
THE SPACE BAR,SAT,1996,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
BUST-A-MOVE 2 ARCADE EDITION,N64,1997,Puzzle,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
KNIFE EDGE NOSEGUNNER,N64,1998,Shooter,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
WETRIX,N64,1998,Puzzle,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
EYECREATE,PS3,2007,Misc,0.0,0.07,0.0,0.01,,,,0.08,Pending,Playstation
SAMURAI WESTERN,PS2,2004,Action,0.04,0.03,0.0,0.01,58.0,76.0,M,0.08,Mature,Playstation
LOONEY TUNES ACME ARSENAL,X360,2007,Action,0.06,0.01,0.0,0.01,40.0,68.0,E10+,0.07999999999999999,Everyone 10y+,XBox
LINE RIDER 2 UNBOUND,DS,2008,Puzzle,0.07,0.0,0.0,0.01,59.0,56.0,E,0.08,Everyone,Nintendo
PRINCESS IN LOVE,DS,2009,Simulation,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
HARRY POTTER AND THE SORCERER'S STONE,GC,2003,Action,0.06,0.02,0.0,0.0,62.0,83.0,E,0.08,Everyone,Nintendo
HIGH HEAT MAJOR LEAGUE BASEBALL 2004,XB,2003,Sports,0.06,0.02,0.0,0.0,83.0,84.0,E,0.08,Everyone,XBox
TIMESPLITTERS FUTURE PERFECT,GC,2005,Shooter,0.06,0.02,0.0,0.0,82.0,91.0,M,0.08,Mature,Nintendo
PRO CYCLING MANAGER 2016,PS4,2016,Sports,0.0,0.07,0.0,0.01,,,,0.08,Pending,Playstation
SPORTS COLLECTION,DS,2010,Sports,0.06,0.01,0.0,0.01,,,E,0.07999999999999999,Everyone,Nintendo
CAPTAIN TSUBASA NEW KICK OFF,DS,2010,Sports,0.0,0.02,0.06,0.0,,,,0.08,Pending,Nintendo
PUZZLER MIND GYM 3D,3DS,2011,Puzzle,0.07,0.0,0.0,0.01,51.0,,E,0.08,Everyone,Nintendo
WARHAMMER 40000 DAWN OF WAR II - RETRIBUTION,PC,2011,Strategy,0.0,0.06,0.0,0.02,80.0,78.0,M,0.08,Mature,PC
KENSHUUI TENDO DOKUTA,DS,2004,Simulation,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
SUPER SENTAI BATTLE RANGER CROSS,Wii,2011,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
THE SIMS 2 IKEA HOME STUFF,PC,2008,Simulation,0.0,0.07,0.0,0.01,,,T,0.08,Teens,PC
AKB1/149 LOVE ELECTION,PS3,2013,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
PILOT NI NAROU! 2,PS2,2001,Simulation,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
GRADIUS III AND IV,PS2,2000,Shooter,0.04,0.03,0.0,0.01,64.0,,E,0.08,Everyone,Playstation
KEN TO MAHOU TO GAKUEN MONO FINAL SHINNYUSEI WA OHIMESAMA,PSP,2011,Strategy,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
SHERLOCK HOLMES CRIMES & PUNISHMENTS,XOne,2014,Adventure,0.03,0.04,0.0,0.01,,,,0.08,Pending,XBox
INCREDIBLE CRISIS,PS,1999,Action,0.04,0.03,0.0,0.01,80.0,75.0,T,0.08,Teens,Playstation
MIDWAY ARCADE TREASURES 3,XB,2005,Misc,0.06,0.02,0.0,0.0,68.0,,E,0.08,Everyone,XBox
SINGSTAR APRES-SKI PARTY 2,PS3,2010,Misc,0.0,0.06,0.0,0.01,,,,0.06999999999999999,Pending,Playstation
SAMURAI SHODOWN III,NG,1995,Fighting,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
THE KING OF FIGHTERS EX2 HOWLING BLOOD,GBA,2002,Fighting,0.06,0.02,0.0,0.0,80.0,91.0,T,0.08,Teens,Nintendo
CABELA'S NORTH AMERICAN ADVENTURES,PS2,2010,Sports,0.04,0.03,0.0,0.01,,,T,0.08,Teens,Playstation
AKIBA'S TRIP PLUS,PSP,2012,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
FAMICOM MINI SD GUNDAM WORLD GACHAPON SENSHI - SCRAMBLE WARS,GBA,2004,Strategy,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
LITTLE LEAGUE WORLD SERIES BASEBALL DOUBLE PLAY,Wii,2010,Sports,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
KOBITODZUKAN KOBITO NO FUSHIGI - JIKKEN SET,3DS,2013,Misc,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
BAKUGAN RISE OF THE RESISTANCE,DS,2011,Strategy,0.05,0.02,0.0,0.01,,,E10+,0.08,Everyone 10y+,Nintendo
ICE AGE 2 THE MELTDOWN,Wii,2006,Platform,0.06,0.01,0.0,0.01,66.0,78.0,E10+,0.07999999999999999,Everyone 10y+,Nintendo
FAMICOM MINI STAR SOLDIER,GBA,2004,Shooter,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
SENTIMENTAL GRAFFITI 2,DC,2000,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
SHONEN JUMP'S ONE PIECE PIRATES CARNIVAL,GC,2005,Misc,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
THE BACHELOR THE VIDEOGAME,DS,2010,Misc,0.07,0.0,0.0,0.01,,,T,0.08,Teens,Nintendo
GOBLIN COMMANDER UNLEASH THE HORDE,XB,2003,Strategy,0.06,0.02,0.0,0.0,70.0,,T,0.08,Teens,XBox
DORAEMON NOBITA AND THE ISLAND OF MIRACLES,3DS,2012,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
GEKIJOUBAN MADOKA MAGICKA THE BATTLE PENTAGRAM,PSV,2013,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
SENTIMENTAL GRAFFITI FIRST WINDOW,SAT,1997,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
CARTOON NETWORK COLLECTION GAME BOY ADVANCE VIDEO VOLUME 2,GBA,2004,Misc,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
KNIGHTS CONTRACT,X360,2011,Action,0.05,0.03,0.0,0.01,49.0,56.0,M,0.09,Mature,XBox
TEMPEST 3X,PS,1995,Shooter,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
HIDDEN INVASION,PS2,2001,Shooter,0.04,0.03,0.0,0.01,39.0,58.0,T,0.08,Teens,Playstation
A-TRAIN,PS,1995,Simulation,0.02,0.01,0.04,0.01,,,,0.07999999999999999,Pending,Playstation
DISNEY'S MEET THE ROBINSONS,X360,2007,Action,0.07,0.0,0.0,0.01,65.0,,E10+,0.08,Everyone 10y+,XBox
SUPERMAN SHADOW OF APOKOLIPS,GC,2003,Action,0.06,0.02,0.0,0.0,66.0,73.0,E,0.08,Everyone,Nintendo
PONY FRIENDS 2,Wii,2009,Simulation,0.03,0.04,0.0,0.01,,,E,0.08,Everyone,Nintendo
ARMORED CORE 3 PORTABLE,PSP,2009,Simulation,0.0,0.0,0.08,0.0,43.0,67.0,T,0.08,Teens,Other
PAC-MAN AND THE GHOSTLY ADVENTURES,X360,2013,Platform,0.04,0.03,0.0,0.01,49.0,51.0,E10+,0.08,Everyone 10y+,XBox
BLEACH ERABARESHI TAMASHII,PS2,2005,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
SENGOKU MUSOU 3 MOUSHOUDEN,Wii,2011,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
WITCHES & VAMPIRES THE SECRETS OF ASHBURRY,DS,2010,Adventure,0.05,0.02,0.0,0.01,,,,0.08,Pending,Nintendo
BATMAN DARK TOMORROW,GC,2003,Action,0.06,0.02,0.0,0.0,29.0,32.0,T,0.08,Teens,Nintendo
PAC-MAN AND THE GHOSTLY ADVENTURES 2,3DS,2014,Adventure,0.03,0.04,0.0,0.01,60.0,,E10+,0.08,Everyone 10y+,Nintendo
CRUSH,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,83.0,90.0,E10+,0.08,Everyone 10y+,Other
DISCOVERY KIDS SPIDER QUEST,DS,2009,Misc,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
YUU YUU HAKUSHO MAKYO TOITSUSEN,GEN,1994,Fighting,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
THE FIRST TEMPLAR,PC,2011,Action,0.06,0.01,0.0,0.01,57.0,58.0,T,0.07999999999999999,Teens,PC
OGRE BATTLE SERIES TACTICS OGRE,PS,1997,Role-Playing,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
ULTIMATE CARD GAMES DS,DS,2008,Strategy,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
JILLIAN MICHAELS FITNESS ULTIMATUM 2010,DS,2009,Sports,0.07,0.0,0.0,0.01,,82.0,E,0.08,Everyone,Nintendo
BATTLESTAR GALACTICA,XB,2003,Shooter,0.06,0.02,0.0,0.0,63.0,,T,0.08,Teens,XBox
FIREBLADE,XB,2002,Action,0.06,0.02,0.0,0.0,71.0,,T,0.08,Teens,XBox
EARTH DEFENSE FORCE 2017,X360,2006,Action,0.04,0.0,0.03,0.0,69.0,77.0,T,0.07,Teens,XBox
TOMB RAIDER LEGEND,GC,2006,Action,0.06,0.02,0.0,0.0,78.0,78.0,T,0.08,Teens,Nintendo
BOXING FEVER,GBA,2001,Sports,0.06,0.02,0.0,0.0,76.0,,E,0.08,Everyone,Nintendo
ROADKILL,XB,2003,Action,0.06,0.02,0.0,0.0,68.0,74.0,M,0.08,Mature,XBox
THE $1 PYRAMID,Wii,2011,Misc,0.07,0.0,0.0,0.01,,,,0.08,Pending,Nintendo
GAME OF THRONES,PC,2012,Role-Playing,0.0,0.07,0.0,0.01,58.0,65.0,M,0.08,Mature,PC
FROM RUSSIA WITH LOVE,PSP,2006,Action,0.07,0.0,0.0,0.01,61.0,69.0,T,0.08,Teens,Other
UEFA EURO 2016,PS3,2016,Sports,0.0,0.04,0.03,0.01,,,,0.08,Pending,Playstation
7 WONDERS OF THE ANCIENT WORLD,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,51.0,,E,0.08,Everyone,Other
GINTAMA GIN-SAN TO ISSHO! BOKU NO KABUKI MACHI NIKKI,PS2,2007,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
LOST DIMENSION,PSV,2014,Role-Playing,0.03,0.01,0.02,0.02,72.0,83.0,T,0.08,Teens,Playstation
INDYCAR SERIES 2005,XB,2004,Action,0.06,0.02,0.0,0.0,72.0,,E,0.08,Everyone,XBox
RESIDENT EVIL 6,PS4,2016,Shooter,0.06,0.0,0.0,0.01,60.0,67.0,M,0.06999999999999999,Mature,Playstation
FINAL FANTASY XI VANA'DIEL COLLECTION 2008,PS2,2007,Role-Playing,0.03,0.03,0.01,0.01,,,T,0.08,Teens,Playstation
ASSASSIN'S CREED ROGUE,PC,2015,Action,0.05,0.02,0.0,0.01,74.0,75.0,M,0.08,Mature,PC
TAZ WANTED,GC,2002,Platform,0.06,0.02,0.0,0.0,61.0,70.0,E,0.08,Everyone,Nintendo
DRAMA QUEENS,DS,2009,Misc,0.07,0.0,0.0,0.01,,,T,0.08,Teens,Nintendo
WORDFISH,DS,2008,Puzzle,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
TOMB RAIDER UNDERWORLD,PC,2008,Action,0.0,0.06,0.0,0.01,80.0,77.0,T,0.06999999999999999,Teens,PC
PENNY RACERS PARTY TURBO-Q SPEEDWAY,Wii,2008,Racing,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
SKYDIVING EXTREME,PS,2001,Sports,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
EVIL DEAD REGENERATION,XB,2005,Action,0.06,0.02,0.0,0.0,66.0,,M,0.08,Mature,XBox
EVOLUTION WORLDS,GC,2002,Role-Playing,0.06,0.02,0.0,0.0,63.0,80.0,E,0.08,Everyone,Nintendo
FAR CRY VENGEANCE,Wii,2006,Shooter,0.06,0.01,0.0,0.01,38.0,53.0,M,0.07999999999999999,Mature,Nintendo
PETZ FANTASY SUNSHINE MAGIC,DS,2010,Simulation,0.07,0.0,0.0,0.01,,,E,0.08,Everyone,Nintendo
CODE LYOKO FALL OF XANA,DS,2008,Adventure,0.07,0.0,0.0,0.01,51.0,63.0,E,0.08,Everyone,Nintendo
WORMS A SPACE ODDITY,Wii,2008,Strategy,0.06,0.02,0.0,0.01,64.0,43.0,E10+,0.09,Everyone 10y+,Nintendo
MOTTO! STITCH! DS RHYTHM DE RAKUGAKI DAISAKUSEN,DS,2010,Misc,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
RAPALA PRO BASS FISHING 2010,PS2,2010,Sports,0.04,0.03,0.0,0.01,,,E,0.08,Everyone,Playstation
DUNGEON TRAVELERS 2 THE ROYAL LIBRARY & THE MONSTER SEAL,PSP,2013,Role-Playing,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
MLB FRONT OFFICE MANAGER,PS3,2009,Sports,0.07,0.0,0.0,0.01,49.0,65.0,E,0.08,Everyone,Playstation
SUB REBELLION,PS2,2002,Simulation,0.04,0.03,0.0,0.01,71.0,,T,0.08,Teens,Playstation
HORRID HENRY'S HORRID ADVENTURE,DS,2010,Adventure,0.0,0.07,0.0,0.01,,,,0.08,Pending,Nintendo
X REBIRTH,PC,2013,Simulation,0.0,0.08,0.0,0.0,33.0,33.0,T,0.08,Teens,PC
STRIKER 96,PS,1995,Sports,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
POCKET DOGS,GBA,2004,Misc,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
TOKIMEKI MEMORIAL 4,PSP,2009,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
BLEACH HEAT THE SOUL 4,PSP,2007,Fighting,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
SONG OF THE DEEP,PS4,2016,Action,0.06,0.0,0.0,0.01,69.0,73.0,E,0.06999999999999999,Everyone,Playstation
DRAGON'S DOGMA ONLINE,PS4,2015,Role-Playing,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
REAL ROBOTS FINAL ATTACK,PS,1998,Shooter,0.0,0.0,0.07,0.01,,,,0.08,Pending,Playstation
NEW INTERNATIONAL TRACK & FIELD,DS,2008,Sports,0.07,0.0,0.0,0.01,,,,0.08,Pending,Nintendo
WORLD SERIES OF POKER 2008 BATTLE FOR THE BRACELETS,X360,2007,Misc,0.06,0.01,0.0,0.01,74.0,67.0,T,0.07999999999999999,Teens,XBox
PN03 - PRODUCT NUMBER THREE,GC,2003,Shooter,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
BOKU NO NATSUYASUMI 3 HOKKOKU HEN CHIISANA BOKU NO DAI SOUGEN​,PS3,2007,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Playstation
APE ESCAPE PUMPED & PRIMED,PS2,2004,Misc,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
SUPER MONKEY BALL ADVENTURE,PSP,2006,Platform,0.05,0.02,0.0,0.01,56.0,59.0,E,0.08,Everyone,Other
MONSTER TRUCKS DS,DS,2005,Racing,0.07,0.0,0.0,0.01,33.0,,E,0.08,Everyone,Nintendo
FABSTYLE,DS,2011,Strategy,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
OUTLAW TENNIS,PS2,2005,Sports,0.04,0.03,0.0,0.01,67.0,,M,0.08,Mature,Playstation
MEDABOTS DUAL KABUTO / KUWAGATA,3DS,2013,Role-Playing,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
ADVENTURE TIME EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,X360,2013,Action,0.03,0.04,0.0,0.01,,,,0.08,Pending,XBox
LEGO SOCCER MANIA,GBA,2002,Sports,0.06,0.02,0.0,0.0,,,,0.08,Pending,Nintendo
WORMS OPEN WARFARE,DS,2006,Strategy,0.05,0.02,0.0,0.01,64.0,70.0,E10+,0.08,Everyone 10y+,Nintendo
RESIDENT EVIL ZERO,XOne,2016,Action,0.05,0.02,0.0,0.01,,,,0.08,Pending,XBox
GADGET RACERS,PS2,2000,Racing,0.04,0.03,0.0,0.01,67.0,74.0,E,0.08,Everyone,Playstation
PHANTASY STAR ONLINE EPISODE III CARD REVOLUTION,GC,2003,Role-Playing,0.06,0.02,0.0,0.0,71.0,82.0,T,0.08,Teens,Nintendo
ASSASSIN'S CREED THE EZIO COLLECTION,XOne,2016,Action,0.03,0.04,0.0,0.01,74.0,76.0,M,0.08,Mature,XBox
ZHUZHU BABIES,DS,2011,Simulation,0.06,0.01,0.0,0.01,,,E,0.07999999999999999,Everyone,Nintendo
BLEACH HEAT THE SOUL 7,PSP,2010,Fighting,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
NANASHI NO GAME,DS,2008,Adventure,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
DIEGO'S BUILD & RESCUE,DS,2010,Action,0.07,0.0,0.0,0.01,,,,0.08,Pending,Nintendo
AUTO DESTRUCT,PS,1998,Action,0.04,0.03,0.0,0.01,,,,0.08,Pending,Playstation
ULTIMATE GHOSTS 'N GOBLINS,PSP,2006,Platform,0.07,0.0,0.0,0.01,72.0,77.0,E10+,0.08,Everyone 10y+,Other
SAMURAI WARRIORS 2,X360,2006,Action,0.07,0.01,0.0,0.01,52.0,87.0,T,0.09,Teens,XBox
TRACKMANIA DS,DS,2008,Racing,0.06,0.01,0.0,0.01,75.0,69.0,E,0.07999999999999999,Everyone,Nintendo
DANGEROUS JI-SAN TO 1000-NIN NO OTOMODACHI YOKOSHIMA,3DS,2012,Action,0.0,0.0,0.08,0.0,,,,0.08,Pending,Nintendo
GOTHA ISMAILIA SENEKI,SAT,1995,Strategy,0.0,0.0,0.08,0.0,,,,0.08,Pending,Other
